team,date,year,tmGmYr,opGmYr,home,teamPts,oppPts,OT,tmSprd,OU,tmSpDev,oppTeam,tmWin,tmATSWin,tmOver,tmWinSeas,tmLosSeas,tmWinStrk,tmLosStrk,tmATSWinSeas,tmATSLosSeas,tmATSWinStrk,tmATSLosStrk,tmOVRSeas,tmUDRSeas,tmOVRStrk,tmUDRStrk,opWin,opATSWin,opOver,opWinSeas,opLosSeas,opWinStrk,opLosStrk,opATSWinSeas,opATSLosSeas,opATSWinStrk,opATSLosStrk,opOVRSeas,opUDRSeas,opOVRStrk,opUDRStrk,day,month,year,dmy,code
IND,6/3/2016,2016,7,6,0,59,91,0,4.5,156,-27.5,NY,0,-1,-1,3,3,1,0,4,2,1,0,3,3,0,3,1,1,-1,2,3,0,3,2,3,0,3,2,3,0,1,3,6,2016,3/6/2016,1INDNY3/6/2016
IND,6/5/2016,2016,8,8,0,88,77,0,-6,164.5,5,CON,1,1,1,3,4,0,1,4,3,0,1,3,4,0,4,0,-1,1,1,6,0,5,3,3,2,0,3,4,0,1,5,6,2016,5/6/2016,1INDCON5/6/2016
IND,6/10/2016,2016,9,9,1,64,73,0,1,170,-8,CHI,0,-1,-1,4,4,1,0,5,3,1,0,4,4,1,0,1,1,-1,4,4,3,0,4,4,3,0,6,2,5,0,10,6,2016,10/6/2016,2CHIIND10/6/2016
IND,6/12/2016,2016,10,10,1,88,90,0,-6,161.5,-8,SEA,0,-1,1,4,5,0,1,5,4,0,1,4,5,0,1,1,1,1,3,6,0,2,4,5,0,2,5,4,0,1,12,6,2016,12/6/2016,2SEAIND12/6/2016
IND,6/14/2016,2016,11,11,0,63,87,0,13.5,164,-10.5,MIN,0,-1,-1,4,6,0,2,5,5,0,2,5,5,1,0,1,1,-1,10,0,10,0,6,4,0,1,5,5,3,0,14,6,2016,14/6/2016,1INDMIN14/6/2016
IND,6/17/2016,2016,12,10,0,84,75,0,-5,150.5,4,LV,1,1,1,4,7,0,3,5,6,0,3,5,6,0,1,0,-1,1,2,7,1,0,4,4,1,0,4,5,0,1,17,6,2016,17/6/2016,1INDLV17/6/2016
IND,6/19/2016,2016,13,12,1,75,78,1,3,158.5,0,NY,0,0,-1,5,7,1,0,6,6,1,0,6,6,1,0,1,0,-1,7,4,3,0,5,5,0,1,6,5,0,1,19,6,2016,19/6/2016,2NYIND19/6/2016
IND,6/22/2016,2016,14,14,0,62,76,0,4.5,158,-9.5,WAS,0,-1,-1,5,8,0,1,6,6,1,0,6,7,0,1,1,1,-1,6,7,2,0,7,6,5,0,12,1,0,1,22,6,2016,22/6/2016,1INDWAS22/6/2016
IND,6/25/2016,2016,15,15,0,92,87,0,5.5,170,10.5,DAL,1,1,1,5,9,0,2,6,7,0,1,6,8,0,2,0,-1,1,7,7,4,0,6,8,0,1,12,2,7,0,25,6,2016,25/6/2016,1INDDAL25/6/2016
IND,6/29/2016,2016,16,15,0,95,83,0,6,167,18,CHI,1,1,1,6,9,1,0,7,7,1,0,7,8,1,0,0,-1,1,6,8,0,1,6,8,1,0,8,6,0,2,29,6,2016,29/6/2016,1INDCHI29/6/2016
IND,7/1/2016,2016,17,16,1,85,87,1,-9,154,-11,LV,0,-1,1,7,9,2,0,8,7,2,0,8,8,2,0,1,1,1,3,12,0,1,8,6,0,1,7,8,0,2,1,7,2016,1/7/2016,2LVIND1/7/2016
IND,7/6/2016,2016,18,18,0,88,94,0,11.5,159.5,5.5,LA,0,1,1,7,10,0,1,8,8,0,1,9,8,3,0,1,-1,1,16,1,5,0,10,7,1,0,8,9,0,2,6,7,2016,6/7/2016,1INDLA6/7/2016
IND,7/8/2016,2016,19,20,0,78,60,0,6,172.5,24,PHO,1,1,-1,7,11,0,2,9,8,1,0,10,8,4,0,0,-1,-1,8,11,0,1,8,11,0,1,13,6,0,1,8,7,2016,8/7/2016,1INDPHO8/7/2016
IND,7/10/2016,2016,20,20,0,93,82,0,-3.5,159.5,7.5,SEA,1,1,1,8,11,1,0,10,8,2,0,10,9,0,1,0,-1,1,7,12,1,0,8,11,2,0,9,9,0,4,10,7,2016,10/7/2016,1INDSEA10/7/2016
IND,7/13/2016,2016,21,20,1,64,86,0,-8,163,-30,CON,0,-1,-1,9,11,2,0,11,8,3,0,11,9,1,0,1,1,-1,5,14,0,1,9,8,0,1,9,10,0,1,13,7,2016,13/7/2016,2CONIND13/7/2016
IND,7/15/2016,2016,22,22,1,78,72,0,-4.5,158.5,1.5,ATL,1,1,-1,9,12,0,1,11,9,0,1,11,10,0,1,0,-1,-1,11,10,0,1,11,10,0,1,10,10,0,2,15,7,2016,15/7/2016,2ATLIND15/7/2016
IND,7/19/2016,2016,23,23,1,92,82,0,5,157.5,15,LA,1,1,1,10,12,1,0,12,9,1,0,11,11,0,2,0,-1,1,20,2,0,1,12,10,0,2,12,10,2,0,19,7,2016,19/7/2016,2LAIND19/7/2016
IND,7/21/2016,2016,24,26,0,82,70,0,3.5,158,15.5,NY,1,1,-1,11,12,2,0,13,9,2,0,12,11,1,0,0,-1,-1,18,7,2,0,11,12,1,0,14,11,3,0,21,7,2016,21/7/2016,1INDNY21/7/2016
IND,8/27/2016,2016,25,25,1,69,92,0,-6,155.5,-29,WAS,0,-1,1,12,12,3,0,14,9,3,0,12,12,0,1,1,1,1,9,15,0,7,12,12,0,3,17,7,2,0,27,8,2016,27/8/2016,2WASIND27/8/2016
IND,8/30/2016,2016,26,27,1,65,79,0,2.5,166.5,-11.5,PHO,0,-1,-1,12,13,0,1,14,10,0,1,13,12,1,0,1,1,-1,12,14,2,0,12,14,2,0,14,12,0,5,30,8,2016,30/8/2016,2PHOIND30/8/2016
IND,9/1/2016,2016,27,28,1,98,77,0,3,156.5,24,NY,1,1,1,12,14,0,2,14,11,0,2,13,13,0,1,0,-1,1,19,8,1,0,11,14,0,2,15,12,1,0,1,9,2016,1/9/2016,2NYIND1/9/2016
IND,9/4/2016,2016,28,29,0,81,88,0,8.5,160.5,1.5,LA,0,1,1,13,14,1,0,15,11,1,0,14,13,1,0,1,-1,1,23,5,2,0,14,14,1,0,15,13,1,0,4,9,2016,4/9/2016,1INDLA4/9/2016
IND,9/6/2016,2016,29,29,0,71,69,0,-8,154,-6,LV,1,-1,-1,13,15,0,1,16,11,2,0,15,13,2,0,0,1,-1,6,22,0,3,14,13,0,1,13,15,1,0,6,9,2016,6/9/2016,1INDLV6/9/2016
IND,9/9/2016,2016,30,30,1,95,88,0,-7,166.5,0,CHI,1,0,1,14,15,1,0,16,12,0,1,15,14,0,1,0,0,1,15,14,0,1,13,16,0,1,20,9,6,0,9,9,2016,9/9/2016,2CHIIND9/9/2016
IND,9/11/2016,2016,31,31,0,80,73,0,1,162,8,WAS,1,1,-1,15,15,2,0,16,12,0,1,16,14,1,0,0,-1,-1,12,18,0,1,16,14,0,1,21,9,0,1,11,9,2016,11/9/2016,1INDWAS11/9/2016
IND,9/13/2016,2016,32,32,0,87,89,0,-1,164.5,-3,CON,0,-1,1,16,15,3,0,17,12,1,0,16,15,0,1,1,1,1,11,20,0,3,17,12,0,3,16,15,3,0,13,9,2016,13/9/2016,1INDCON13/9/2016
IND,9/16/2016,2016,33,33,1,75,82,0,2,163,-5,MIN,0,-1,-1,16,16,0,1,17,13,0,1,17,15,1,0,1,1,-1,26,6,0,1,17,15,0,2,18,14,2,0,16,9,2016,16/9/2016,2MININD16/9/2016
IND,9/18/2016,2016,34,34,1,83,60,0,-8.5,169.5,14.5,DAL,1,1,-1,16,17,0,2,17,14,0,2,17,16,0,1,0,-1,-1,11,22,0,1,12,21,0,1,22,11,1,0,18,9,2016,18/9/2016,2DALIND18/9/2016
IND,5/14/2017,2017,1,2,0,82,87,0,5,157.5,0,SEA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,14,5,2017,14/5/2017,1INDSEA14/5/2017
IND,5/17/2017,2017,2,2,0,62,85,0,3,153.5,-20,PHO,0,-1,-1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,-1,0,1,0,1,0,1,0,1,0,1,0,1,17,5,2017,17/5/2017,1INDPHO17/5/2017
IND,5/20/2017,2017,3,2,1,81,79,0,-6.5,161,-4.5,CON,1,-1,-1,0,2,0,2,0,1,0,1,1,1,0,1,0,1,-1,0,1,0,1,0,1,0,1,0,1,0,1,20,5,2017,20/5/2017,2CONIND20/5/2017
IND,5/24/2017,2017,4,3,1,93,90,0,6.5,158,9.5,LA,1,1,1,1,2,1,0,0,2,0,2,1,2,0,2,0,-1,1,2,0,2,0,2,0,2,0,1,1,1,0,24,5,2017,24/5/2017,2LAIND24/5/2017
IND,5/28/2017,2017,5,5,0,70,94,0,6,163.5,-18,SEA,0,-1,1,2,2,2,0,1,2,1,0,2,2,1,0,1,1,1,3,1,3,0,2,1,2,0,2,2,1,0,28,5,2017,28/5/2017,1INDSEA28/5/2017
IND,5/30/2017,2017,6,5,0,62,89,0,4.5,164,-22.5,DAL,0,-1,-1,2,3,0,1,1,3,0,1,3,2,2,0,1,1,-1,2,2,0,1,3,1,0,1,3,1,3,0,30,5,2017,30/5/2017,1INDDAL30/5/2017
IND,6/3/2017,2017,7,7,1,91,85,0,-4,164,2,DAL,1,1,1,2,4,0,2,1,4,0,2,3,3,0,1,0,-1,1,3,3,0,1,4,2,0,1,4,2,1,0,3,6,2017,3/6/2017,2DALIND3/6/2017
IND,6/7/2017,2017,8,8,1,90,98,1,3,162.5,-5,PHO,0,-1,1,3,4,1,0,2,4,1,0,4,3,1,0,1,1,1,4,3,0,1,3,4,0,1,3,4,3,0,7,6,2017,7/6/2017,2PHOIND7/6/2017
IND,6/9/2017,2017,9,8,1,83,80,0,6,162.5,9,SEA,1,1,1,3,5,0,1,2,5,0,1,5,3,2,0,0,-1,1,5,2,1,0,4,2,1,0,5,2,4,0,9,6,2017,9/6/2017,2SEAIND9/6/2017
IND,6/11/2017,2017,10,10,0,70,88,0,6,162,-12,WAS,0,-1,-1,4,5,1,0,3,5,1,0,6,3,3,0,1,1,-1,6,3,0,1,4,5,0,1,5,4,2,0,11,6,2017,11/6/2017,1INDWAS11/6/2017
IND,6/15/2017,2017,11,10,1,85,74,0,-4,165.5,7,ATL,1,1,-1,4,6,0,1,3,6,0,1,6,4,0,1,0,-1,-1,5,4,1,0,4,5,1,0,3,6,2,0,15,6,2017,15/6/2017,2ATLIND15/6/2017
IND,6/18/2017,2017,12,11,0,91,79,0,0,163,12,CHI,1,1,1,5,6,1,0,4,6,1,0,6,5,0,2,0,-1,1,2,8,0,1,5,5,3,0,5,4,1,0,18,6,2017,18/6/2017,1INDCHI18/6/2017
IND,6/24/2017,2017,13,12,1,73,84,0,6,167,-5,LA,0,-1,-1,6,6,2,0,5,6,2,0,7,5,1,0,1,1,-1,8,3,4,0,5,6,1,0,6,5,0,2,24,6,2017,24/6/2017,2LAIND24/6/2017
IND,6/28/2017,2017,14,14,0,82,75,0,-2.5,166,4.5,CHI,1,1,-1,6,7,0,1,5,7,0,1,7,6,0,1,0,-1,-1,3,10,0,1,6,7,0,1,6,6,0,2,28,6,2017,28/6/2017,1INDCHI28/6/2017
IND,7/1/2017,2017,15,15,1,85,91,0,3.5,166.5,-2.5,CON,0,-1,1,7,7,1,0,6,7,1,0,7,7,0,2,1,1,1,7,7,1,0,10,4,1,0,8,6,1,0,1,7,2017,1/7/2017,2CONIND1/7/2017
IND,7/7/2017,2017,16,15,0,68,89,0,-1.5,159,-22.5,ATL,0,-1,-1,7,8,0,1,6,8,0,1,8,7,1,0,1,1,-1,6,8,0,1,5,9,0,1,5,9,1,0,7,7,2017,7/7/2017,1INDATL7/7/2017
IND,7/12/2017,2017,17,18,1,72,79,0,-8,156,-15,LV,0,-1,-1,7,9,0,2,6,9,0,2,8,8,0,1,1,1,-1,1,16,0,2,8,8,0,2,8,9,1,0,12,7,2017,12/7/2017,2LVIND12/7/2017
IND,7/14/2017,2017,18,19,1,58,72,0,7,164.5,-7,WAS,0,-1,-1,7,10,0,3,6,10,0,3,8,9,0,2,1,1,-1,10,8,0,3,8,10,0,3,9,9,2,0,14,7,2017,14/7/2017,2WASIND14/7/2017
IND,7/17/2017,2017,19,19,0,62,80,0,14,158,-4,LA,0,-1,-1,7,11,0,4,6,11,0,4,8,10,0,3,1,1,-1,13,5,1,0,10,8,1,0,7,11,0,4,17,7,2017,17/7/2017,1INDLA17/7/2017
IND,7/19/2017,2017,20,20,0,84,77,0,6.5,156,13.5,PHO,1,1,1,7,12,0,5,6,12,0,5,8,11,0,4,0,-1,1,11,8,0,2,8,10,0,2,10,8,0,2,19,7,2017,19/7/2017,1INDPHO19/7/2017
IND,7/20/2017,2017,21,21,0,61,85,0,-5.5,152,-29.5,LV,0,-1,-1,8,12,1,0,7,12,1,0,9,11,1,0,1,1,-1,2,18,0,2,10,9,0,1,10,10,2,0,20,7,2017,20/7/2017,1INDLV20/7/2017
IND,7/25/2017,2017,22,23,0,82,84,0,7,168,5,DAL,0,1,-1,8,13,0,1,7,13,0,1,9,12,0,1,1,-1,-1,10,12,0,1,11,11,0,1,15,7,5,0,25,7,2017,25/7/2017,1INDDAL25/7/2017
IND,7/28/2017,2017,23,21,1,84,85,0,6,156.5,5,NY,0,1,1,8,14,0,2,8,13,1,0,9,13,0,2,1,-1,1,10,10,0,1,10,10,3,0,10,10,0,1,28,7,2017,28/7/2017,2NYIND28/7/2017
IND,7/30/2017,2017,24,23,0,73,89,0,13,162.5,-3,CON,0,-1,-1,8,15,0,3,9,13,2,0,10,13,1,0,1,1,-1,13,9,1,0,15,7,1,0,12,10,0,1,30,7,2017,30/7/2017,1INDCON30/7/2017
IND,8/4/2017,2017,25,25,1,70,81,0,-1.5,165,-12.5,CHI,0,-1,-1,8,16,0,4,9,14,0,1,10,14,0,1,1,1,-1,8,16,0,3,11,13,0,3,12,11,1,0,4,8,2017,4/8/2017,2CHIIND4/8/2017
IND,8/6/2017,2017,26,23,1,84,82,0,12.5,158,14.5,MIN,1,1,1,8,17,0,5,9,15,0,2,10,15,0,2,0,-1,1,20,2,7,0,12,8,1,0,12,10,0,1,6,8,2017,6/8/2017,2MININD6/8/2017
IND,8/8/2017,2017,27,25,0,76,81,0,9,159,4,NY,0,1,-1,9,17,1,0,10,15,1,0,11,15,1,0,1,-1,-1,12,12,0,2,11,13,0,2,14,10,4,0,8,8,2017,8/8/2017,1INDNY8/8/2017
IND,8/12/2017,2017,28,26,0,80,100,0,8,155,-12,WAS,0,-1,1,9,18,0,1,11,15,2,0,11,16,0,1,1,1,1,15,10,1,0,13,12,1,0,12,13,1,0,12,8,2017,12/8/2017,1INDWAS12/8/2017
IND,8/18/2017,2017,29,27,0,52,111,0,15,155,-44,MIN,0,-1,1,9,19,0,2,11,16,0,1,12,16,1,0,1,1,1,21,5,0,2,13,11,0,2,13,13,0,3,18,8,2017,18/8/2017,1INDMIN18/8/2017
IND,8/20/2017,2017,30,29,1,82,87,0,5.5,157.5,0.5,WAS,0,1,1,9,20,0,3,11,17,0,2,13,16,2,0,1,-1,1,16,12,0,2,14,14,0,2,14,14,1,0,20,8,2017,20/8/2017,2WASIND20/8/2017
IND,8/23/2017,2017,31,30,1,50,71,0,8,155.5,-13,NY,0,-1,-1,9,21,0,4,12,17,1,0,14,16,3,0,1,1,-1,17,12,5,0,15,14,4,0,15,14,0,3,23,8,2017,23/8/2017,2NYIND23/8/2017
IND,8/26/2017,2017,32,32,0,74,79,1,9.5,158,4.5,ATL,0,1,-1,9,22,0,5,12,18,0,1,14,17,0,1,1,-1,-1,11,20,1,0,13,18,2,0,17,14,3,0,26,8,2017,26/8/2017,1INDATL26/8/2017
IND,8/30/2017,2017,33,32,1,69,80,0,15.5,155,4.5,MIN,0,1,-1,9,23,0,6,13,18,1,0,14,18,0,2,1,-1,-1,24,7,0,1,16,13,0,1,16,15,0,1,30,8,2017,30/8/2017,2MININD30/8/2017
IND,9/2/2017,2017,34,34,1,71,75,0,-3.5,150.5,-7.5,LV,0,-1,-1,9,24,0,7,14,18,2,0,14,19,0,3,1,1,-1,7,26,0,4,17,15,1,0,17,15,1,0,2,9,2017,2/9/2017,2LVIND2/9/2017
IND,5/19/2018,2018,1,1,1,64,82,0,-2,153.5,-20,CHI,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,19,5,2018,19/5/2018,2CHIIND19/5/2018
IND,5/20/2018,2018,2,1,0,75,82,0,13,153.5,6,WAS,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,5,2018,20/5/2018,1INDWAS20/5/2018
IND,5/22/2018,2018,3,2,1,70,87,0,8.5,150.5,-8.5,LA,0,-1,1,0,2,0,2,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,22,5,2018,22/5/2018,2LAIND22/5/2018
IND,5/24/2018,2018,4,3,1,84,93,0,5,154.5,-4,WAS,0,-1,1,0,3,0,3,1,2,0,1,2,1,2,0,1,1,1,2,0,2,0,0,2,0,2,1,1,0,1,24,5,2018,24/5/2018,2WASIND24/5/2018
IND,5/26/2018,2018,5,3,0,77,86,0,16.5,163.5,7.5,CON,0,1,-1,0,4,0,4,1,3,0,2,3,1,3,0,1,-1,-1,2,0,2,0,2,0,2,0,2,0,2,0,26,5,2018,26/5/2018,1INDCON26/5/2018
IND,6/2/2018,2018,6,4,1,81,87,1,5.5,156,-0.5,NY,0,-1,1,0,5,0,5,2,3,1,0,3,2,0,1,1,1,1,1,2,1,0,2,1,2,0,2,1,1,0,2,6,2018,2/6/2018,2NYIND2/6/2018
IND,6/8/2018,2018,7,7,1,83,89,0,6.5,167,0.5,DAL,0,1,1,0,6,0,6,2,4,0,1,4,2,1,0,1,-1,1,3,3,1,0,4,2,1,0,4,2,2,0,8,6,2018,8/6/2018,2DALIND8/6/2018
IND,6/10/2018,2018,8,7,0,75,78,0,10,157.5,7,NY,0,1,-1,0,7,0,7,3,4,1,0,5,2,2,0,1,-1,-1,2,4,0,2,4,2,1,0,4,2,1,0,10,6,2018,10/6/2018,1INDNY10/6/2018
IND,6/12/2018,2018,9,9,1,92,101,1,-4,162,-13,LV,0,-1,1,0,8,0,8,4,4,2,0,5,3,0,1,1,1,1,1,7,0,3,4,4,2,0,5,3,0,1,12,6,2018,12/6/2018,2LVIND12/6/2018
IND,6/14/2018,2018,10,10,0,67,72,0,9,153,4,ATL,0,1,-1,0,9,0,9,4,5,0,1,6,3,1,0,1,-1,-1,5,4,0,1,5,4,2,0,2,7,0,2,14,6,2018,14/6/2018,1INDATL14/6/2018
IND,6/16/2018,2018,11,11,1,96,64,0,4,151,36,ATL,1,1,1,0,10,0,10,5,5,1,0,6,4,0,1,0,-1,1,6,4,1,0,5,5,0,1,2,8,0,3,16,6,2018,16/6/2018,2ATLIND16/6/2018
IND,6/19/2018,2018,12,11,0,55,74,0,12.5,153.5,-6.5,LA,0,-1,-1,1,10,1,0,6,5,2,0,7,4,1,0,1,1,-1,8,2,4,0,7,3,2,0,3,7,0,1,19,6,2018,19/6/2018,1INDLA19/6/2018
IND,6/22/2018,2018,13,13,0,63,72,0,11.5,165.5,2.5,SEA,0,1,-1,1,11,0,1,6,6,0,1,7,5,0,1,1,-1,-1,8,4,0,1,6,6,0,1,8,4,0,1,22,6,2018,22/6/2018,1INDSEA22/6/2018
IND,6/24/2018,2018,14,13,1,78,87,0,8.5,165.5,-0.5,CON,0,-1,-1,1,12,0,2,7,6,1,0,7,6,0,2,1,1,-1,7,5,0,4,5,7,0,4,6,6,0,2,24,6,2018,24/6/2018,2CONIND24/6/2018
IND,6/27/2018,2018,15,15,0,89,101,0,11.5,165,-0.5,CON,0,-1,1,1,13,0,3,7,7,0,1,7,7,0,3,1,1,1,8,6,0,1,6,8,0,1,7,7,1,0,27,6,2018,27/6/2018,1INDCON27/6/2018
IND,6/29/2018,2018,16,17,1,77,95,0,7.5,162.5,-10.5,PHO,0,-1,1,1,14,0,4,7,8,0,2,8,7,1,0,1,1,1,11,5,1,0,10,6,1,0,8,8,0,1,29,6,2018,29/6/2018,2PHOIND29/6/2018
IND,7/1/2018,2018,17,16,1,83,87,0,3,155,-1,ATL,0,-1,1,1,15,0,5,7,9,0,3,9,7,2,0,1,1,1,7,8,0,2,7,8,1,0,6,9,2,0,1,7,2018,1/7/2018,2ATLIND1/7/2018
IND,7/3/2018,2018,18,17,0,71,59,0,14,160,26,MIN,1,1,-1,1,16,0,6,7,10,0,4,10,7,3,0,0,-1,-1,10,6,7,0,6,10,1,0,7,9,0,1,3,7,2018,3/7/2018,1INDMIN3/7/2018
IND,7/5/2018,2018,19,17,0,63,90,0,10,167,-17,DAL,0,-1,-1,2,16,1,0,8,10,1,0,10,8,0,1,1,1,-1,8,8,1,0,10,6,1,0,11,5,1,0,5,7,2018,5/7/2018,1INDDAL5/7/2018
IND,7/11/2018,2018,20,20,1,65,87,0,9.5,156,-12.5,MIN,0,-1,-1,2,17,0,1,8,11,0,1,10,9,0,2,1,1,-1,11,8,0,1,7,12,0,1,8,11,0,1,11,7,2018,11/7/2018,2MININD11/7/2018
IND,7/13/2018,2018,21,20,0,74,98,0,10,158,-14,ATL,0,-1,1,2,18,0,2,8,12,0,2,10,10,0,3,1,1,1,10,9,2,0,10,9,2,0,9,10,1,0,13,7,2018,13/7/2018,1INDATL13/7/2018
IND,7/15/2018,2018,22,23,1,82,101,0,9.5,162,-9.5,PHO,0,-1,1,2,19,0,3,8,13,0,3,11,10,1,0,1,1,1,14,8,0,3,14,8,1,0,11,11,2,0,15,7,2018,15/7/2018,2PHOIND15/7/2018
IND,7/18/2018,2018,23,23,0,65,89,0,13.5,156,-10.5,MIN,0,-1,-1,2,20,0,4,8,14,0,4,12,10,2,0,1,1,-1,12,10,0,2,8,14,0,2,8,14,0,4,18,7,2018,18/7/2018,1INDMIN18/7/2018
IND,7/20/2018,2018,24,24,0,78,76,0,13.5,153.5,15.5,LA,1,1,1,2,21,0,5,8,15,0,5,12,11,0,1,0,-1,1,14,9,1,0,12,11,1,0,9,14,2,0,20,7,2018,20/7/2018,1INDLA20/7/2018
IND,7/22/2018,2018,25,25,0,74,88,0,8.5,167,-5.5,LV,0,-1,-1,3,21,1,0,9,15,1,0,13,11,1,0,1,1,-1,11,13,1,0,13,11,1,0,12,12,0,1,22,7,2018,22/7/2018,1INDLV22/7/2018
IND,7/24/2018,2018,26,26,1,72,92,0,10.5,166,-9.5,SEA,0,-1,-1,3,22,0,1,9,16,0,1,13,12,0,1,1,1,-1,18,7,0,1,14,10,0,1,14,11,0,2,24,7,2018,24/7/2018,2SEAIND24/7/2018
IND,8/2/2018,2018,27,27,1,84,78,0,7,170,13,DAL,1,1,-1,3,23,0,2,9,17,0,2,13,13,0,2,0,-1,-1,14,12,0,3,16,10,0,3,17,9,0,2,2,8,2018,2/8/2018,2DALIND2/8/2018
IND,8/4/2018,2018,28,27,0,68,55,0,6.5,159.5,19.5,NY,1,1,-1,4,23,1,0,10,17,1,0,13,14,0,3,0,-1,-1,7,19,0,5,10,16,0,1,15,11,3,0,4,8,2018,4/8/2018,1INDNY4/8/2018
IND,8/7/2018,2018,29,30,1,79,94,0,11.5,166.5,-3.5,SEA,0,-1,1,5,23,2,0,11,17,2,0,13,15,0,4,1,1,1,22,7,4,0,18,10,4,0,16,13,1,0,7,8,2018,7/8/2018,2SEAIND7/8/2018
IND,8/10/2018,2018,30,31,0,74,94,0,12.5,168.5,-7.5,PHO,0,-1,-1,5,24,0,1,11,18,0,1,14,15,1,0,1,1,-1,16,14,0,2,17,13,0,1,16,14,1,0,10,8,2018,10/8/2018,1INDPHO10/8/2018
IND,8/11/2018,2018,31,30,0,74,92,0,10.5,166,-7.5,LV,0,-1,0,5,25,0,2,11,19,0,2,14,16,0,1,1,1,0,12,17,0,4,14,15,0,4,15,14,0,1,11,8,2018,11/8/2018,1INDLV11/8/2018
IND,8/15/2018,2018,32,31,1,62,76,0,11,165.5,-3,WAS,0,-1,-1,5,26,0,3,11,20,0,3,14,16,0,1,1,1,-1,19,11,5,0,17,12,5,0,14,16,0,1,15,8,2018,15/8/2018,2WASIND15/8/2018
IND,8/18/2018,2018,33,33,1,106,115,1,4,165.5,-5,CHI,0,-1,1,5,27,0,4,11,21,0,4,14,17,0,2,1,1,1,12,20,1,0,15,17,3,0,19,13,1,0,18,8,2018,18/8/2018,2CHIIND18/8/2018
IND,8/19/2018,2018,34,34,0,97,92,0,8,166,13,CHI,1,1,1,5,28,0,5,11,22,0,5,15,17,1,0,0,-1,1,13,20,2,0,16,17,4,0,20,13,2,0,19,8,2018,19/8/2018,1INDCHI19/8/2018
IND,5/24/2019,2019,1,1,0,81,80,0,3.5,158.5,4.5,NY,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,24,5,2019,24/5/2019,1INDNY24/5/2019
IND,5/28/2019,2019,2,2,0,77,88,0,9.5,164,-1.5,CON,0,-1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,28,5,2019,28/5/2019,1INDCON28/5/2019
IND,6/1/2019,2019,3,2,1,92,77,0,-3,158.5,12,NY,1,1,1,1,1,0,1,1,1,0,1,2,0,2,0,0,-1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,6,2019,1/6/2019,2NYIND1/6/2019
IND,6/7/2019,2019,4,3,1,79,64,0,-5.5,154.5,9.5,DAL,1,1,-1,2,1,1,0,2,1,1,0,3,0,3,0,0,-1,-1,0,2,0,2,2,0,2,0,0,2,0,2,7,6,2019,7/6/2019,2DALIND7/6/2019
IND,6/9/2019,2019,5,4,1,87,94,0,2.5,153,-4.5,PHO,0,-1,1,3,1,2,0,3,1,2,0,3,1,0,1,1,1,1,1,2,0,1,1,1,1,0,1,2,0,1,9,6,2019,9/6/2019,2PHOIND9/6/2019
IND,6/11/2019,2019,6,7,1,82,84,0,-2,157,-4,SEA,0,-1,1,3,2,0,1,3,2,0,1,4,1,1,0,1,1,1,3,3,0,1,3,3,0,1,1,4,0,1,11,6,2019,11/6/2019,2SEAIND11/6/2019
IND,6/13/2019,2019,7,5,0,76,72,0,-3,150.5,1,DAL,1,1,-1,3,3,0,2,3,3,0,2,5,1,2,0,0,-1,-1,0,4,0,4,2,2,0,2,0,4,0,4,13,6,2019,13/6/2019,1INDDAL13/6/2019
IND,6/15/2019,2019,8,6,1,64,70,0,-3.5,165.5,-9.5,CHI,0,-1,-1,4,3,1,0,4,3,1,0,5,2,0,1,1,1,-1,3,2,2,0,3,2,2,0,1,3,0,2,15,6,2019,15/6/2019,2CHIIND15/6/2019
IND,6/19/2019,2019,9,7,0,78,88,0,-1,150.5,-11,ATL,0,-1,1,4,4,0,1,4,4,0,1,5,3,0,2,1,1,1,1,5,0,5,1,5,0,1,1,5,0,3,19,6,2019,19/6/2019,1INDATL19/6/2019
IND,6/21/2019,2019,10,8,0,76,69,0,4.5,162.5,11.5,CHI,1,1,-1,4,5,0,2,4,5,0,2,6,3,1,0,0,-1,-1,5,2,4,0,5,2,4,0,2,4,1,0,21,6,2019,21/6/2019,1INDCHI21/6/2019
IND,6/23/2019,2019,11,11,0,61,65,0,6.5,152.5,2.5,SEA,0,1,-1,5,5,1,0,5,5,1,0,6,4,0,1,1,-1,-1,6,4,1,0,6,4,1,0,2,7,0,3,23,6,2019,23/6/2019,1INDSEA23/6/2019
IND,6/25/2019,2019,12,11,1,74,78,0,2.5,151,-1.5,MIN,0,-1,1,5,6,0,1,6,5,2,0,6,5,0,2,1,1,1,5,5,1,0,5,4,3,0,4,6,1,0,25,6,2019,25/6/2019,2MININD25/6/2019
